amtProduced_need, avg_price, sd, consumption_rate, char
1.703011, 0.077644, 0.012383, 2.632789,G
1.703011, 0.067865, 0.010770, 2.632789,G
1.703011, 0.058905, 0.009476, 2.632789,G
1.703011, 0.051690, 0.008571, 2.632789,G
1.703011, 0.045651, 0.007633, 2.632789,G
1.703011, 0.041123, 0.006683, 2.632789,G
1.703011, 0.036656, 0.005689, 2.632789,G
1.703011, 0.032567, 0.005172, 2.632789,G
1.703011, 0.028496, 0.004725, 2.632789,G
1.703011, 0.024925, 0.004199, 2.632789,G
1.703011, 0.021557, 0.003816, 2.632789,G
1.703011, 0.018809, 0.003327, 2.632789,G
1.703011, 0.016479, 0.002951, 2.632789,G
1.703011, 0.014323, 0.002657, 2.632789,G
1.703011, 0.012429, 0.002399, 2.632789,G
1.703011, 0.010926, 0.002061, 2.632789,G
1.703011, 0.009629, 0.001791, 2.632789,G
1.703011, 0.008552, 0.001596, 2.632789,G
1.703011, 0.007626, 0.001410, 2.632789,G
1.703011, 0.006768, 0.001299, 2.632789,G
1.703011, 0.005930, 0.001110, 2.632789,G
1.703011, 0.005105, 0.000949, 2.632789,G
1.703011, 0.004386, 0.000828, 2.632789,G
1.703011, 0.003768, 0.000706, 2.632789,G
1.703011, 0.003263, 0.000625, 2.632789,G
1.703011, 0.002845, 0.000553, 2.632789,G
1.703011, 0.002504, 0.000511, 2.632789,G
1.703011, 0.002166, 0.000429, 2.632789,G
1.703011, 0.001890, 0.000378, 2.632789,G
1.703011, 0.001657, 0.000338, 2.632789,G
1.703011, 0.001445, 0.000276, 2.632789,G
1.703011, 0.001258, 0.000243, 2.632789,G
1.703011, 0.001106, 0.000214, 2.632789,G
1.703011, 0.000980, 0.000191, 2.632789,G
1.703011, 0.000864, 0.000169, 2.632789,G
1.703011, 0.000750, 0.000150, 2.632789,G
1.703011, 0.000645, 0.000134, 2.632789,G
1.703011, 0.000555, 0.000119, 2.632789,G
1.703011, 0.000478, 0.000107, 2.632789,G
1.703011, 0.000413, 0.000095, 2.632789,G
1.703011, 0.000359, 0.000085, 2.632789,G
1.703011, 0.000311, 0.000075, 2.632789,G
1.703011, 0.000272, 0.000065, 2.632789,G
1.703011, 0.000243, 0.000058, 2.632789,G
1.703011, 0.000215, 0.000050, 2.632789,G
1.703011, 0.000186, 0.000042, 2.632789,G
1.703011, 0.000161, 0.000037, 2.632789,G
1.703011, 0.000138, 0.000031, 2.632789,G
1.703011, 0.000120, 0.000026, 2.632789,G
1.703011, 0.000104, 0.000023, 2.632789,G
1.703011, 0.000091, 0.000020, 2.632789,G
1.703011, 0.000080, 0.000018, 2.632789,G
1.703011, 0.000069, 0.000016, 2.632789,G
1.703011, 0.000060, 0.000014, 2.632789,G
1.703011, 0.000052, 0.000012, 2.632789,G
1.703011, 0.000045, 0.000010, 2.632789,G
1.703011, 0.000039, 0.000009, 2.632789,G
1.703011, 0.000034, 0.000007, 2.632789,G
1.703011, 0.000030, 0.000006, 2.632789,G
1.703011, 0.000026, 0.000006, 2.632789,G
1.703011, 0.000022, 0.000005, 2.632789,G
1.703011, 0.000019, 0.000005, 2.632789,G
1.703011, 0.000017, 0.000004, 2.632789,G
1.703011, 0.000014, 0.000004, 2.632789,G
1.703011, 0.000012, 0.000003, 2.632789,G
1.703011, 0.000011, 0.000003, 2.632789,G
1.703011, 0.000009, 0.000002, 2.632789,G
1.703011, 0.000008, 0.000002, 2.632789,G
1.703011, 0.000007, 0.000002, 2.632789,G
1.703011, 0.000006, 0.000002, 2.632789,G
1.703011, 0.000005, 0.000001, 2.632789,G
1.703011, 0.000004, 0.000001, 2.632789,G
1.703011, 0.000004, 0.000001, 2.632789,G
1.703011, 0.000003, 0.000001, 2.632789,G
1.703011, 0.000003, 0.000001, 2.632789,G
1.703011, 0.000002, 0.000001, 2.632789,G
1.703011, 0.000002, 0.000001, 2.632789,G
1.703011, 0.000002, 0.000000, 2.632789,G
1.703011, 0.000002, 0.000000, 2.632789,G
1.703011, 0.000001, 0.000000, 2.632789,G
1.703011, 0.000001, 0.000000, 2.632789,G
1.703011, 0.000001, 0.000000, 2.632789,G
1.703011, 0.000001, 0.000000, 2.632789,G
1.703011, 0.000001, 0.000000, 2.632789,G
1.703011, 0.000001, 0.000000, 2.632789,G
1.703011, 0.000001, 0.000000, 2.632789,G
1.703011, 0.000001, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
1.703011, 0.000000, 0.000000, 2.632789,G
