amtProduced_need, avg_price, sd, consumption_rate, char
2.089728, 0.000087, 0.000021, 2.240037,J
2.089728, 0.000075, 0.000018, 2.240037,J
2.089728, 0.000065, 0.000016, 2.240037,J
2.089728, 0.000057, 0.000014, 2.240037,J
2.089728, 0.000050, 0.000012, 2.240037,J
2.089728, 0.000044, 0.000011, 2.240037,J
2.089728, 0.000038, 0.000009, 2.240037,J
2.089728, 0.000033, 0.000008, 2.240037,J
2.089728, 0.000029, 0.000007, 2.240037,J
2.089728, 0.000026, 0.000006, 2.240037,J
2.089728, 0.000022, 0.000005, 2.240037,J
2.089728, 0.000019, 0.000005, 2.240037,J
2.089728, 0.000016, 0.000004, 2.240037,J
2.089728, 0.000014, 0.000003, 2.240037,J
2.089728, 0.000012, 0.000003, 2.240037,J
2.089728, 0.000011, 0.000003, 2.240037,J
2.089728, 0.000009, 0.000002, 2.240037,J
2.089728, 0.000008, 0.000002, 2.240037,J
2.089728, 0.000007, 0.000002, 2.240037,J
2.089728, 0.000006, 0.000002, 2.240037,J
2.089728, 0.000005, 0.000001, 2.240037,J
2.089728, 0.000004, 0.000001, 2.240037,J
2.089728, 0.000004, 0.000001, 2.240037,J
2.089728, 0.000003, 0.000001, 2.240037,J
2.089728, 0.000003, 0.000001, 2.240037,J
2.089728, 0.000002, 0.000001, 2.240037,J
2.089728, 0.000002, 0.000001, 2.240037,J
2.089728, 0.000002, 0.000001, 2.240037,J
2.089728, 0.000002, 0.000000, 2.240037,J
2.089728, 0.000001, 0.000000, 2.240037,J
2.089728, 0.000001, 0.000000, 2.240037,J
2.089728, 0.000001, 0.000000, 2.240037,J
2.089728, 0.000001, 0.000000, 2.240037,J
2.089728, 0.000001, 0.000000, 2.240037,J
2.089728, 0.000001, 0.000000, 2.240037,J
2.089728, 0.000001, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
2.089728, 0.000000, 0.000000, 2.240037,J
