amtProduced_need, avg_price, sd, consumption_rate, char
0.492440, 0.000001, 0.000000, 4.042147,I
0.492440, 0.000001, 0.000000, 4.042147,I
0.492440, 0.000001, 0.000000, 4.042147,I
0.492440, 0.000001, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
0.492440, 0.000000, 0.000000, 4.042147,I
