amtProduced_need, avg_price, sd, consumption_rate, char
0.437581, 0.000191, 0.000040, 4.986297,F
0.437581, 0.000164, 0.000036, 4.986297,F
0.437581, 0.000141, 0.000031, 4.986297,F
0.437581, 0.000123, 0.000027, 4.986297,F
0.437581, 0.000108, 0.000023, 4.986297,F
0.437581, 0.000095, 0.000020, 4.986297,F
0.437581, 0.000084, 0.000017, 4.986297,F
0.437581, 0.000072, 0.000015, 4.986297,F
0.437581, 0.000062, 0.000013, 4.986297,F
0.437581, 0.000054, 0.000012, 4.986297,F
0.437581, 0.000047, 0.000010, 4.986297,F
0.437581, 0.000041, 0.000009, 4.986297,F
0.437581, 0.000036, 0.000008, 4.986297,F
0.437581, 0.000031, 0.000007, 4.986297,F
0.437581, 0.000026, 0.000006, 4.986297,F
0.437581, 0.000023, 0.000005, 4.986297,F
0.437581, 0.000020, 0.000005, 4.986297,F
0.437581, 0.000017, 0.000004, 4.986297,F
0.437581, 0.000015, 0.000004, 4.986297,F
0.437581, 0.000013, 0.000003, 4.986297,F
0.437581, 0.000011, 0.000003, 4.986297,F
0.437581, 0.000010, 0.000002, 4.986297,F
0.437581, 0.000009, 0.000002, 4.986297,F
0.437581, 0.000008, 0.000002, 4.986297,F
0.437581, 0.000007, 0.000001, 4.986297,F
0.437581, 0.000006, 0.000001, 4.986297,F
0.437581, 0.000005, 0.000001, 4.986297,F
0.437581, 0.000004, 0.000001, 4.986297,F
0.437581, 0.000004, 0.000001, 4.986297,F
0.437581, 0.000003, 0.000001, 4.986297,F
0.437581, 0.000003, 0.000001, 4.986297,F
0.437581, 0.000002, 0.000001, 4.986297,F
0.437581, 0.000002, 0.000000, 4.986297,F
0.437581, 0.000002, 0.000000, 4.986297,F
0.437581, 0.000001, 0.000000, 4.986297,F
0.437581, 0.000001, 0.000000, 4.986297,F
0.437581, 0.000001, 0.000000, 4.986297,F
0.437581, 0.000001, 0.000000, 4.986297,F
0.437581, 0.000001, 0.000000, 4.986297,F
0.437581, 0.000001, 0.000000, 4.986297,F
0.437581, 0.000001, 0.000000, 4.986297,F
0.437581, 0.000001, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
0.437581, 0.000000, 0.000000, 4.986297,F
