amtProduced_need, avg_price, sd, consumption_rate, char
1.236869, 0.015588, 0.002995, 2.978407,A
1.236869, 0.014001, 0.002778, 2.978407,A
1.236869, 0.012571, 0.002377, 2.978407,A
1.236869, 0.011298, 0.002117, 2.978407,A
1.236869, 0.010206, 0.001874, 2.978407,A
1.236869, 0.009022, 0.001484, 2.978407,A
1.236869, 0.007906, 0.001317, 2.978407,A
1.236869, 0.006892, 0.001121, 2.978407,A
1.236869, 0.005964, 0.000990, 2.978407,A
1.236869, 0.005190, 0.000869, 2.978407,A
1.236869, 0.004514, 0.000792, 2.978407,A
1.236869, 0.003872, 0.000677, 2.978407,A
1.236869, 0.003343, 0.000611, 2.978407,A
1.236869, 0.002890, 0.000539, 2.978407,A
1.236869, 0.002524, 0.000484, 2.978407,A
1.236869, 0.002213, 0.000417, 2.978407,A
1.236869, 0.001920, 0.000372, 2.978407,A
1.236869, 0.001680, 0.000337, 2.978407,A
1.236869, 0.001456, 0.000289, 2.978407,A
1.236869, 0.001267, 0.000251, 2.978407,A
1.236869, 0.001126, 0.000225, 2.978407,A
1.236869, 0.000984, 0.000193, 2.978407,A
1.236869, 0.000857, 0.000169, 2.978407,A
1.236869, 0.000745, 0.000147, 2.978407,A
1.236869, 0.000664, 0.000132, 2.978407,A
1.236869, 0.000582, 0.000119, 2.978407,A
1.236869, 0.000508, 0.000105, 2.978407,A
1.236869, 0.000438, 0.000094, 2.978407,A
1.236869, 0.000371, 0.000081, 2.978407,A
1.236869, 0.000319, 0.000071, 2.978407,A
1.236869, 0.000273, 0.000061, 2.978407,A
1.236869, 0.000237, 0.000054, 2.978407,A
1.236869, 0.000206, 0.000047, 2.978407,A
1.236869, 0.000183, 0.000041, 2.978407,A
1.236869, 0.000162, 0.000036, 2.978407,A
1.236869, 0.000143, 0.000031, 2.978407,A
1.236869, 0.000125, 0.000026, 2.978407,A
1.236869, 0.000109, 0.000024, 2.978407,A
1.236869, 0.000094, 0.000020, 2.978407,A
1.236869, 0.000080, 0.000017, 2.978407,A
1.236869, 0.000069, 0.000015, 2.978407,A
1.236869, 0.000060, 0.000014, 2.978407,A
1.236869, 0.000051, 0.000012, 2.978407,A
1.236869, 0.000044, 0.000010, 2.978407,A
1.236869, 0.000038, 0.000009, 2.978407,A
1.236869, 0.000033, 0.000008, 2.978407,A
1.236869, 0.000029, 0.000007, 2.978407,A
1.236869, 0.000025, 0.000006, 2.978407,A
1.236869, 0.000022, 0.000005, 2.978407,A
1.236869, 0.000019, 0.000004, 2.978407,A
1.236869, 0.000016, 0.000004, 2.978407,A
1.236869, 0.000015, 0.000003, 2.978407,A
1.236869, 0.000013, 0.000003, 2.978407,A
1.236869, 0.000011, 0.000002, 2.978407,A
1.236869, 0.000010, 0.000002, 2.978407,A
1.236869, 0.000008, 0.000002, 2.978407,A
1.236869, 0.000007, 0.000002, 2.978407,A
1.236869, 0.000006, 0.000001, 2.978407,A
1.236869, 0.000005, 0.000001, 2.978407,A
1.236869, 0.000005, 0.000001, 2.978407,A
1.236869, 0.000004, 0.000001, 2.978407,A
1.236869, 0.000003, 0.000001, 2.978407,A
1.236869, 0.000003, 0.000001, 2.978407,A
1.236869, 0.000003, 0.000001, 2.978407,A
1.236869, 0.000002, 0.000000, 2.978407,A
1.236869, 0.000002, 0.000000, 2.978407,A
1.236869, 0.000002, 0.000000, 2.978407,A
1.236869, 0.000001, 0.000000, 2.978407,A
1.236869, 0.000001, 0.000000, 2.978407,A
1.236869, 0.000001, 0.000000, 2.978407,A
1.236869, 0.000001, 0.000000, 2.978407,A
1.236869, 0.000001, 0.000000, 2.978407,A
1.236869, 0.000001, 0.000000, 2.978407,A
1.236869, 0.000001, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
1.236869, 0.000000, 0.000000, 2.978407,A
