amtProduced_need, avg_price, sd, consumption_rate, char
2.009290, 0.001619, 0.000356, 1.912332,B
2.009290, 0.001404, 0.000302, 1.912332,B
2.009290, 0.001204, 0.000264, 1.912332,B
2.009290, 0.001040, 0.000236, 1.912332,B
2.009290, 0.000904, 0.000212, 1.912332,B
2.009290, 0.000795, 0.000190, 1.912332,B
2.009290, 0.000700, 0.000164, 1.912332,B
2.009290, 0.000611, 0.000144, 1.912332,B
2.009290, 0.000539, 0.000128, 1.912332,B
2.009290, 0.000474, 0.000114, 1.912332,B
2.009290, 0.000410, 0.000099, 1.912332,B
2.009290, 0.000358, 0.000085, 1.912332,B
2.009290, 0.000313, 0.000071, 1.912332,B
2.009290, 0.000273, 0.000059, 1.912332,B
2.009290, 0.000242, 0.000053, 1.912332,B
2.009290, 0.000209, 0.000046, 1.912332,B
2.009290, 0.000182, 0.000042, 1.912332,B
2.009290, 0.000157, 0.000036, 1.912332,B
2.009290, 0.000135, 0.000031, 1.912332,B
2.009290, 0.000116, 0.000027, 1.912332,B
2.009290, 0.000102, 0.000024, 1.912332,B
2.009290, 0.000088, 0.000022, 1.912332,B
2.009290, 0.000077, 0.000019, 1.912332,B
2.009290, 0.000067, 0.000017, 1.912332,B
2.009290, 0.000058, 0.000014, 1.912332,B
2.009290, 0.000050, 0.000012, 1.912332,B
2.009290, 0.000043, 0.000010, 1.912332,B
2.009290, 0.000037, 0.000009, 1.912332,B
2.009290, 0.000033, 0.000008, 1.912332,B
2.009290, 0.000029, 0.000007, 1.912332,B
2.009290, 0.000025, 0.000006, 1.912332,B
2.009290, 0.000022, 0.000005, 1.912332,B
2.009290, 0.000019, 0.000005, 1.912332,B
2.009290, 0.000017, 0.000004, 1.912332,B
2.009290, 0.000014, 0.000004, 1.912332,B
2.009290, 0.000012, 0.000003, 1.912332,B
2.009290, 0.000011, 0.000003, 1.912332,B
2.009290, 0.000009, 0.000002, 1.912332,B
2.009290, 0.000008, 0.000002, 1.912332,B
2.009290, 0.000007, 0.000002, 1.912332,B
2.009290, 0.000006, 0.000002, 1.912332,B
2.009290, 0.000005, 0.000001, 1.912332,B
2.009290, 0.000004, 0.000001, 1.912332,B
2.009290, 0.000004, 0.000001, 1.912332,B
2.009290, 0.000003, 0.000001, 1.912332,B
2.009290, 0.000003, 0.000001, 1.912332,B
2.009290, 0.000002, 0.000001, 1.912332,B
2.009290, 0.000002, 0.000001, 1.912332,B
2.009290, 0.000002, 0.000000, 1.912332,B
2.009290, 0.000002, 0.000000, 1.912332,B
2.009290, 0.000001, 0.000000, 1.912332,B
2.009290, 0.000001, 0.000000, 1.912332,B
2.009290, 0.000001, 0.000000, 1.912332,B
2.009290, 0.000001, 0.000000, 1.912332,B
2.009290, 0.000001, 0.000000, 1.912332,B
2.009290, 0.000001, 0.000000, 1.912332,B
2.009290, 0.000001, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
2.009290, 0.000000, 0.000000, 1.912332,B
